"","X1.19","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",1,1.83813856536045e-07,-0.798353220659556,0.0844079147833779,-0.613900740349001,-0.277698642164296,-0.171380860494926,0.00954651054229699,-0.405335557693947,-0.205370023573059,-0.188710129325764,-0.817748757869284,-0.752888536882627
"2",2,-0.922739696901115,-0.433747455170442,-0.377131470666721,-0.27182615403392,0.197283688629304,0.16333416299799,-0.190441379374782,-0.000210386819242239,-0.0641974151428036,0.0235482485931036,0.359205200258896,-0.154877820658079
"3",3,-0.248496569722182,-0.456616199759564,-0.270889721279317,0.492532928543292,0.382374223881945,0.737470286869662,1.03331401270989,1.13847813692151,0.720291142150636,0.498972244375931,0.684581629568962,0.305436140046883
"4",4,0.0157723602582573,0.210357759307103,0.0930964458870387,0.0444608041430429,-0.0161423967058262,-0.449309462784545,-0.103804506551839,-0.126258262586619,-0.645694623826801,-0.922019170299974,-0.880831602401714,-0.362620374884129
"5",5,-0.543897961542827,0.465040538520235,0.171161859414213,0.267749435529312,-0.330661352864663,0.0340089083324722,0.168965852573822,0.359480537828383,0.535584489052524,0.655773985491812,0.174759852079663,-0.30081948108899
"6",6,-0.111453993894266,0.225824021801734,-0.125896825192923,-0.837085045258522,-1.06631493779519,-1.64426336502092,-1.56309655733054,-1.08845756343701,-0.751615694856197,-0.629162778409852,-0.421740595482737,0.128818251594144
"7",7,-0.0145330946600084,0.590735765715616,-0.313323827705222,0.265608951613367,-0.774793316358224,-0.668454384569113,-0.653148224874428,-0.407771120579681,-0.893324666521296,-0.397548118074424,0.782274756127774,0.0043055276513882
"8",8,0.15834498803361,-0.161325783440794,-0.47413535946686,0.255930309590357,0.365967466493652,-0.0482201543836367,-0.30178932325124,-0.210866071677992,-0.405522462222647,-0.674585590310211,-0.507652027305856,-0.530811512327866
"9",9,-0.0300530953310093,0.21582947374649,0.399626550597898,-0.494566138338598,-0.890623230111992,-0.928058382292039,-1.04022664760581,-0.900680346396145,-0.503723785887969,0.186706144050354,-0.111334390176116,-0.276929954391711
"10",10,-0.316398327720612,0.249901602391105,0.134016993002409,-0.00765440870009592,-0.520661595096277,-0.757246884193146,-0.164410171094468,-0.524224732230257,-0.575303060818071,-0.974324449280039,0.168671057434557,0.615084565396824
"11",11,1.02290532970926,0.745054970188984,0.245974485441896,0.0275970437978491,0.063612849567218,0.00551371267544961,-0.55961980004441,-0.889408967258018,-0.552817946119381,-0.559069221376971,-1.06183226153097,-0.351637576002451
"12",12,0.0354302136133358,-0.629924821745092,-0.576740390387167,-0.0183500870138761,0.114178163126797,0.0945950918071854,0.0542315175042319,0.637237759120524,0.901807003477472,0.516359907179847,0.215054807895924,-0.112436535610348
"13",13,0.212339471834829,0.203786174813425,0.036936722969362,-0.0808259248172791,0.178396606551563,0.46168239072246,-0.0442578704277282,-0.379884006451827,-0.366025852556045,0.208885943888444,-0.0864564281648036,0.521163638334444
"14",14,0.568200600618239,-0.401932112499398,0.397209389645922,-0.0262683231138973,-0.160240923562106,0.286146998822478,0.102203763464295,0.0607259077865176,0.231697662275352,0.442969514324464,0.518972835747371,0.812447210512566
"15",15,0.340963696972157,0.552979074598938,0.247521703878179,-0.219471168084407,-0.132758192350435,-0.119050406804298,0.136758984184341,0.260393297315517,0.581591860308137,0.382574121660556,0.244598081368769,0.0697908480298789
"16",16,-0.226155566268213,-0.139851045497581,0.0347559219277999,0.113250078955901,1.14771806714376,0.723190127291999,0.649446198313063,0.731154911625094,0.397368551158461,0.121597397390524,-0.112809772628241,0.708960481942334
"17",17,0.564968109477589,0.0475216539271433,0.722682190358551,-0.141131698808641,-0.227151005489594,-0.161331525475672,-0.141526655304157,-0.519309431003017,0.0392436029345935,-0.17626895497798,-0.751616314960891,-0.412272789483744
"18",18,-0.509230755695157,-0.143842203237024,-0.450274281261577,0.706083726183827,1.5059268358406,1.46806721127419,0.893426330187851,0.732451177446639,0.403922327191249,0.448219439105465,0.520673162301268,-0.345434935465257
"19",19,0.00403588358498917,-0.341441653746739,0.0210038204652704,0.537864953246978,0.441587925682574,0.973306212193812,1.71442861355185,1.53248589944232,1.1520870362583,1.03608147452778,1.08322705425265,0.434721659933611
